"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-156711","Polo-like kinase mediated events","10/1068","16/9048",0.625,5.29494382022472,6.29016431028613,2.06552310444969e-06,6.72534322808821e-05,6.72534322808821e-05,"5347/286826/995/891/9133/2305/9088/1063/993/4605",10
"R-HSA-8852276","The role of GTSE1 in G2/M progression after G2 checkpoint","21/1068","61/9048",0.344262295081967,2.91655921900903,5.49434929246994,3.10299248268695e-06,9.90523874865561e-05,9.90523874865561e-05,"347733/5708/7280/5347/10382/80086/983/891/7846/51512/22919/9133/10381/5692/7277/10376/10383/3326/113457/10213/84790",21
"R-HSA-390466","Chaperonin-mediated protein folding","25/1068","81/9048",0.308641975308642,2.61478707171591,5.34036159583208,3.60350369656534e-06,0.000112817384961699,0.000112817384961699,"347733/7280/898/5203/2629/22948/10382/10528/80086/9134/7411/5202/8877/10471/7846/10381/7203/7277/10376/2769/908/10383/113457/10517/84790",25
"R-HSA-1442490","Collagen degradation","18/1068","48/9048",0.375,3.17696629213483,5.532068439808,3.89916047998098e-06,0.00011977043889451,0.00011977043889451,"4320/1277/1289/1295/1306/1294/1284/8754/1509/1278/1281/4323/1298/1293/1513/1290/1282/4318",18
"R-HSA-391251","Protein folding","26/1068","87/9048",0.298850574712644,2.53183520599251,5.25206279663923,4.5098931515684e-06,0.000135964926865803,0.000135964926865803,"347733/7280/402/898/5203/2629/22948/10382/10528/80086/9134/7411/5202/8877/10471/7846/10381/7203/7277/10376/2769/908/10383/113457/10517/84790",26
"R-HSA-75035","Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex","9/1068","14/9048",0.642857142857143,5.446227929374,6.09048913752634,4.95783176355749e-06,0.000146751820201302,0.000146751820201302,"11200/995/2810/983/891/7533/7534/1111/890",9
"R-HSA-68867","Assembly of the pre-replicative complex","27/1068","93/9048",0.290322580645161,2.45958680681406,5.17577137241207,5.45519724880657e-06,0.000158590377161734,0.000158590377161734,"4173/5708/4175/554313/3014/990/8370/3012/84515/8338/23594/4172/4998/4176/51053/5692/723790/8362/8353/81620/8337/51529/11065/27338/10213/4171/4174",27
"R-HSA-5334118","DNA methylation","12/1068","25/9048",0.48,4.06651685393258,5.61663701115321,8.21704675126538e-06,0.000234690387913334,0.000234690387913334,"554313/3014/1786/8370/3012/1789/8338/723790/8362/8353/8337/29128",12
"R-HSA-9609690","HCMV Early Events","25/1068","85/9048",0.294117647058824,2.49173826834104,5.05489188822438,9.37723381498207e-06,0.000263209252599841,0.000263209252599841,"347733/10951/7280/55706/554313/8370/3012/10382/8338/440689/80086/7846/9631/10381/1780/7277/10376/723790/8362/8353/8337/10383/113457/2146/84790",25
"R-HSA-8856688","Golgi-to-ER retrograde transport","32/1068","125/9048",0.256,2.16880898876405,4.8137061860341,1.42666348842554e-05,0.000393662399857081,0.000393662399857081,"347733/7280/1062/24137/23423/10112/5050/11015/10382/55083/147700/56992/80086/3833/11316/29127/7846/11004/10381/1780/23046/7277/3832/10376/54732/51560/10383/113457/9493/146909/81930/84790",32
