"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","genename","ensmbl"
"3280",1093.88204981177,-0.906757425684984,0.177403396233507,1.15423847559754e-07,3.83160436837911e-07,"hes family bHLH transcription factor 1","ENSG00000114315"
"100874042",54.8638865395171,-0.593809371012897,0.113893361428393,1.15421984488904e-07,3.83160436837911e-07,"HM13 antisense RNA 1","ENSG00000230613"
"55957",247.167752895248,0.6922786181039,0.133476467519944,1.15612680693024e-07,3.83671217024207e-07,"lin-37 DREAM MuvB core complex component","ENSG00000267796"
"100303755",110.448428528937,0.657832342586622,0.126424058371152,1.15619500926376e-07,3.83671217024207e-07,"PET117 cytochrome c oxidase chaperone","ENSG00000232838"
"85379",868.025386395265,-0.664109615160413,0.12789057388963,1.15678697196524e-07,3.83798300870273e-07,"KIAA1671","ENSG00000197077"
"87178",491.540293965892,0.419070193585994,0.0796804294381348,1.16723204575026e-07,3.87193809395913e-07,"polyribonucleotide nucleotidyltransferase 1","ENSG00000138035"
"1429",2592.98858539283,-0.753844350323844,0.146599241721861,1.16913269335558e-07,3.87754249246556e-07,"crystallin zeta","ENSG00000116791"
"6975",23.373268024864,-1.71301476125828,0.348976859002401,1.16950785706199e-07,3.87808636458763e-07,"tectorin beta","ENSG00000119913"
"51006",1255.81570254294,0.451334265417396,0.0857954049793287,1.17022095115196e-07,3.8797504146876e-07,"solute carrier family 35 member H1","ENSG00000080189"
"202243",633.279206372198,-0.560120639010852,0.107442421237735,1.17872053708701e-07,3.90722453845955e-07,"coiled-coil domain containing 125","ENSG00000183323"
"84295",312.106953922266,0.590499810346165,0.113076911562485,1.18142514229913e-07,3.91548300183743e-07,"PHD finger protein 6","ENSG00000156531"
"57167",269.714541658103,1.42637122112255,0.287130546799044,1.18436405684913e-07,3.92451489353615e-07,"spalt like transcription factor 4","ENSG00000101115"
"339965",68.7747441770885,-1.18453685818325,0.235768305710305,1.18961231399615e-07,3.94119439549437e-07,"coiled-coil domain containing 158","ENSG00000163749"
"646450",40.0804692776225,0.526450870162349,0.100836067571758,1.19066175563025e-07,3.94395968261072e-07,"ARIH2 opposite strand lncRNA","ENSG00000221883"
"112267859",33.3992727909842,-1.24547155044548,0.248509641850144,1.19420935042421e-07,3.95499738704964e-07,"putative aquaporin-7-like protein 3","ENSG00000279688"
"119710",157.695203579654,0.5855447952139,0.112229957059854,1.1947500762314e-07,3.95607472050368e-07,"intraflagellar transport associated protein","ENSG00000166352"
"4282",2838.22243167884,1.09000925400633,0.214820457960485,1.19672856553187e-07,3.96191155172658e-07,"macrophage migration inhibitory factor","ENSG00000240972"
"2222",1883.34751028848,0.796281643670155,0.153849681641116,1.19934597113778e-07,3.96986110561899e-07,"farnesyl-diphosphate farnesyltransferase 1","ENSG00000079459"
"24146",742.38447250723,1.02279654640668,0.20092834071042,1.20224705078296e-07,3.97874659228299e-07,"claudin 15","ENSG00000106404"
"7461",251.772957378828,1.01711376052878,0.200030817916585,1.20260994919092e-07,3.9792304697193e-07,"CAP-Gly domain containing linker protein 2","ENSG00000106665"
"4927",850.662257609855,-0.441081273155833,0.0840647170624762,1.20284326949678e-07,3.97928549829561e-07,"nucleoporin 88","ENSG00000108559"
"1295",107.005762732107,1.63982343005313,0.333007344713244,1.20897355845773e-07,3.99884553809759e-07,"collagen type VIII alpha 1 chain","ENSG00000144810"
"101928347",24.170321689028,-1.37929980089135,0.277645664128379,1.21380484448463e-07,4.01410267677216e-07,"uncharacterized LOC101928347",NA
"54480",741.208872834132,0.5693622107924,0.109105923850111,1.22022706529805e-07,4.03461466098908e-07,"chondroitin polymerizing factor 2","ENSG00000033100"
"22936",2560.17727136053,-0.668632473529371,0.129767524045572,1.22231856497396e-07,4.04080254314704e-07,"elongation factor for RNA polymerase II 2","ENSG00000118985"
"107987072",45.6126000108444,0.834394433707573,0.162499535436293,1.22413130785565e-07,4.04606683539619e-07,NA,NA
"155038",309.586821030262,-0.834209495749159,0.162761523352129,1.23090418605248e-07,4.06772079767279e-07,"GTPase, IMAP family member 8","ENSG00000171115"
"5087",294.22289260171,-0.741708558484386,0.24027861867081,1.23148722809541e-07,4.06891533946457e-07,"PBX homeobox 1","ENSG00000185630"
"8630",8349.70109672393,-1.3990261898931,0.283173770888173,1.24353849281109e-07,4.10799440222755e-07,"hydroxysteroid 17-beta dehydrogenase 6","ENSG00000025423"
"107984494",15.110589527693,-1.05245673519743,0.208354853097829,1.24529301021317e-07,4.11305051071126e-07,NA,NA
"259173",2712.39795183873,1.16026850507168,0.230130388306768,1.24622689092779e-07,4.11539482557058e-07,"ALS2 C-terminal like","ENSG00000178038"
"10165",2627.81087817143,-0.662982099161665,0.12896701489457,1.247761505111e-07,4.11972173316403e-07,"solute carrier family 25 member 13","ENSG00000004864"
"8856",2541.16235484092,-1.63487893001391,0.335240074442065,1.24913308295778e-07,4.12350888647072e-07,"nuclear receptor subfamily 1 group I member 2","ENSG00000144852"
"107986871",68.6493249196267,0.886704194290264,0.173611362856379,1.25305240209224e-07,4.13570350683354e-07,NA,NA
"91373",442.046720558254,1.24843853028402,0.249042980014997,1.25530833025651e-07,4.14240470383298e-07,"UDP-N-acetylglucosamine pyrophosphorylase 1 like 1","ENSG00000197355"
"285550",472.513132381342,-0.401983397383381,0.0766471602389945,1.26221456756875e-07,4.16444633827391e-07,"family with sequence similarity 200 member B","ENSG00000237765"
"105373215",66.9578119373817,-1.51729107233455,0.308205500084175,1.26944513338866e-07,4.18754992447445e-07,"uncharacterized LOC105373215",NA
"84871",16.813227434147,-1.66014340647203,0.338435102689467,1.27117449841324e-07,4.19250152457987e-07,"AGBL carboxypeptidase 4","ENSG00000186094"
"440574",605.943338930036,0.768454756378682,0.148365415932022,1.27176218034636e-07,4.19368660080456e-07,"mitochondrial contact site and cristae organizing system subunit 10","ENSG00000173436"
"653238",272.250944745969,0.549718265976653,0.105468952058368,1.27785758333878e-07,4.21302992108318e-07,"general transcription factor IIH subunit 2B (pseudogene)",NA
"55798",243.196886798404,0.493255669348089,0.094341853136984,1.28386214417216e-07,4.23206684896383e-07,"methyltransferase 2B, tRNA N3-cytidine","ENSG00000165055"
"23253",995.192669219271,-0.86094168090649,0.169314725978351,1.28494017335157e-07,4.23486025546093e-07,"ankyrin repeat domain 12","ENSG00000101745"
"55195",857.475722239494,-1.111885925275,0.221486355357287,1.28575997287304e-07,4.23680174804245e-07,"coiled-coil domain containing 198","ENSG00000100557"
"11226",79.2454507290274,1.31851982102416,0.26455195183768,1.28640645904383e-07,4.23817154895604e-07,"polypeptide N-acetylgalactosaminyltransferase 6","ENSG00000139629"
"23365",3226.81345378743,-0.656511054087204,0.128511614347047,1.2933295927189e-07,4.26021607904752e-07,"Rho guanine nucleotide exchange factor 12","ENSG00000196914"
"9334",775.516492397883,0.569083560016174,0.109212024244206,1.29722676270196e-07,4.27228699251412e-07,"beta-1,4-galactosyltransferase 5","ENSG00000158470"
"7567",60.089241485841,-0.534860830836342,0.102737846571941,1.29915127567739e-07,4.27785799292443e-07,"zinc finger protein 19","ENSG00000157429"
